Uke,År,Navn,Lokalitetsnummer,Lokalitetsnavn,Tiltak,Virkestoff,Type behandling,Rensefisk,Omfang,Antall,Lat,Lon,Lokalitetskapasitet
40,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
38,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
37,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
31,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
30,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
25,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
24,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
17,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
16,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
6,2020,MOWI ASA,11740,Haverøy,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,60.404766,4.93995,4680.0
6,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
5,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
4,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
1,2020,MOWI ASA,11740,Haverøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.404766,4.93995,4680.0
10,2022,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
51,2021,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
50,2021,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
31,2021,SALMAR FARMING AS,29756,Indre Bringenes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.48227,17.57155,6700.0
30,2021,SALMAR FARMING AS,29756,Indre Bringenes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.48227,17.57155,6700.0
6,2021,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
2,2021,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
1,2021,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
53,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
52,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
50,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
48,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
47,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
46,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
43,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
40,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
37,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
36,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
34,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
33,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
31,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
30,2020,SALMAR FARMING AS,29756,Indre Bringenes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.48227,17.57155,6700.0
10,2022,SALMAR FARMING AS,30437,Kattholmen II,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
9,2022,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
52,2021,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
51,2021,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
47,2021,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
45,2021,SALMAR FARMING AS,30437,Kattholmen II,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
44,2021,SALMAR FARMING AS,30437,Kattholmen II,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
43,2021,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
41,2021,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
40,2021,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
37,2021,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
29,2021,SALMAR FARMING AS,30437,Kattholmen II,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.864784,8.676583,3120.0
5,2020,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
4,2020,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
3,2020,SALMAR FARMING AS,30437,Kattholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.864784,8.676583,3120.0
10,2022,MOWI ASA,10447,Mefaldskjæret,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
5,2022,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
2,2022,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
45,2021,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
44,2021,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
41,2021,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
27,2021,MOWI ASA,10447,Mefaldskjæret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,65.85145,12.2872,6240.0
26,2021,MOWI ASA,10447,Mefaldskjæret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,65.85145,12.2872,6240.0
41,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
40,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
39,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
38,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
35,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,65.85145,12.2872,6240.0
31,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
30,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
28,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
26,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
25,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
24,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
21,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
20,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
4,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
3,2020,MOWI ASA,10447,Mefaldskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.85145,12.2872,6240.0
10,2022,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
7,2022,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
6,2022,SALMAR FARMING AS,34857,Salatskjæra,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
5,2022,SALMAR FARMING AS,34857,Salatskjæra,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
2,2022,SALMAR FARMING AS,34857,Salatskjæra,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
51,2021,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
50,2021,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
49,2021,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
44,2021,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
40,2021,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
39,2021,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
31,2021,SALMAR FARMING AS,34857,Salatskjæra,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.90485,8.589133,6240.0
30,2021,SALMAR FARMING AS,34857,Salatskjæra,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.90485,8.589133,6240.0
27,2020,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
26,2020,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
25,2020,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
24,2020,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
17,2020,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
15,2020,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
6,2020,SALMAR FARMING AS,34857,Salatskjæra,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.90485,8.589133,6240.0
10,2022,MOWI ASA,10147,Tungesvik,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.741932,5.98095,1235.0
42,2021,MOWI ASA,10147,Tungesvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.741932,5.98095,1235.0
39,2021,MOWI ASA,10147,Tungesvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,59.741932,5.98095,1235.0
25,2021,MOWI ASA,10147,Tungesvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.741932,5.98095,1235.0
24,2021,MOWI ASA,10147,Tungesvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.741932,5.98095,1235.0
23,2021,MOWI ASA,10147,Tungesvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.741932,5.98095,1235.0
10,2022,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
8,2022,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
49,2021,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
47,2021,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
46,2021,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
42,2021,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.81835,8.463817,6240.0
41,2021,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
38,2021,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
37,2021,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
29,2021,MOWI ASA,31557,Valøyan,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,63.81835,8.463817,6240.0
28,2021,MOWI ASA,31557,Valøyan,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.81835,8.463817,6240.0
27,2021,MOWI ASA,31557,Valøyan,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.81835,8.463817,6240.0
41,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
40,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.81735,8.462483,6240.0
39,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.81735,8.462483,6240.0
37,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.81735,8.462483,6240.0
33,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
31,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
30,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
28,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
27,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
26,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
24,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
23,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
9,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.81735,8.462483,6240.0
6,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
4,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
3,2020,MOWI ASA,31557,Valøyan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.81735,8.462483,6240.0
10,2022,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.902218,5.209233,3900.0
9,2022,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
8,2022,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
2,2022,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.902218,5.209233,3900.0
1,2022,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
23,2021,MOWI ASA,13837,Verpeide,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
22,2021,MOWI ASA,13837,Verpeide,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
21,2021,MOWI ASA,13837,Verpeide,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
37,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.902218,5.209233,3900.0
34,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.902218,5.209233,3900.0
33,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
28,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.902218,5.209233,3900.0
18,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.902218,5.209233,3900.0
17,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
13,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.902218,5.209233,3900.0
9,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.902218,5.209233,3900.0
8,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
4,2020,MOWI ASA,13837,Verpeide,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.902218,5.209233,3900.0
9,2022,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
8,2022,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
50,2021,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
49,2021,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
48,2021,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
47,2021,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
43,2021,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
40,2021,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.8473,8.53675,7020.0
29,2021,MOWI ASA,10232,Mannbruholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.8473,8.53675,7020.0
39,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.8473,8.53675,7020.0
36,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.8473,8.53675,7020.0
35,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
33,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.8473,8.53675,7020.0
29,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.8473,8.53675,7020.0
25,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
20,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
5,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
4,2020,MOWI ASA,10232,Mannbruholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.8473,8.53675,7020.0
9,2022,SALMAR FARMING AS,28636,Rataren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
8,2022,SALMAR FARMING AS,28636,Rataren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
48,2021,SALMAR FARMING AS,28636,Rataren,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
47,2021,SALMAR FARMING AS,28636,Rataren,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
47,2021,SALMAR FARMING AS,28636,Rataren,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
44,2021,SALMAR FARMING AS,28636,Rataren,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
42,2021,SALMAR FARMING AS,28636,Rataren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
39,2021,SALMAR FARMING AS,28636,Rataren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
35,2021,SALMAR FARMING AS,28636,Rataren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
31,2021,SALMAR FARMING AS,28636,Rataren,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.780582,8.5176,5460.0
30,2021,SALMAR FARMING AS,28636,Rataren,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.780582,8.5176,5460.0
10,2020,SALMAR FARMING AS,28636,Rataren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
9,2020,SALMAR FARMING AS,28636,Rataren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.780582,8.5176,5460.0
9,2022,SALMAR FARMING AS,31959,Rataren II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.782383,8.52635,5460.0
8,2022,SALMAR FARMING AS,31959,Rataren II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.782383,8.52635,5460.0
52,2021,SALMAR FARMING AS,31959,Rataren II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.782383,8.52635,5460.0
49,2021,SALMAR FARMING AS,31959,Rataren II,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.782383,8.52635,5460.0
