Uke,År,Navn,Lokalitetsnummer,Lokalitetsnavn,Tiltak,Virkestoff,Type behandling,Rensefisk,Omfang,Antall,Lat,Lon,Lokalitetskapasitet
44,2020,NRS FARMING AS,33517,Petternes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.8172,24.590567,3600.0
44,2021,SALMAR FARMING AS,34137,Skårliodden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.47588,18.070084,6000.0
1,2021,SALMAR FARMING AS,34137,Skårliodden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.47588,18.070084,6000.0
41,2020,SALMAR FARMING AS,34137,Skårliodden,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.47588,18.070084,6000.0
40,2020,SALMAR FARMING AS,34137,Skårliodden,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.47588,18.070084,6000.0
2,2020,SALMAR FARMING AS,34137,Skårliodden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.47495,18.065416,6000.0
1,2020,SALMAR FARMING AS,34137,Skårliodden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.47495,18.065416,6000.0
44,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
43,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
41,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
38,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
36,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
35,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
34,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
31,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,65.03989,11.4847,5460.0
29,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,65.03989,11.4847,5460.0
25,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,65.03989,11.4847,5460.0
19,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
18,2021,MOWI ASA,12712,Slokkholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,65.03989,11.4847,5460.0
42,2020,MOWI ASA,12712,Slokkholmen Ø,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,65.03989,11.4847,5460.0
41,2020,MOWI ASA,12712,Slokkholmen Ø,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,65.03989,11.4847,5460.0
44,2021,MOWI ASA,16165,Tårnvika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,67.572815,15.128683,1560.0
43,2021,MOWI ASA,16165,Tårnvika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,67.572815,15.128683,1560.0
39,2021,MOWI ASA,16165,Tårnvika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,67.572815,15.128683,1560.0
27,2021,MOWI ASA,16165,Tårnvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.572815,15.128683,1560.0
26,2021,MOWI ASA,16165,Tårnvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.572815,15.128683,1560.0
43,2021,LERØY AURORA AS,13518,Angstauren,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.695335,18.170267,5670.0
49,2020,LERØY AURORA AS,13518,Angstauren,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,69.695335,18.170267,5670.0
48,2020,LERØY AURORA AS,13518,Angstauren,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,69.695335,18.170267,5670.0
41,2020,LERØY AURORA AS,13518,Angstauren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.695335,18.170267,5670.0
40,2020,LERØY AURORA AS,13518,Angstauren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.695335,18.170267,5670.0
11,2020,LERØY AURORA AS,13518,Angstauren,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.695335,18.170267,5670.0
10,2020,LERØY AURORA AS,13518,Angstauren,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.695335,18.170267,5670.0
9,2020,LERØY AURORA AS,13518,Angstauren,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.695335,18.170267,5670.0
43,2021,MOWI ASA,18235,Bastli,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2694,6.193083,3600.0
40,2021,MOWI ASA,18235,Bastli,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2694,6.193083,3600.0
37,2021,MOWI ASA,18235,Bastli,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2694,6.193083,3600.0
36,2021,MOWI ASA,18235,Bastli,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2694,6.193083,3600.0
32,2021,MOWI ASA,18235,Bastli,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2694,6.193083,3600.0
31,2021,MOWI ASA,18235,Bastli,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2694,6.193083,3600.0
17,2021,MOWI ASA,18235,Bastli,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,59.2694,6.193083,3600.0
16,2021,MOWI ASA,18235,Bastli,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.2694,6.193083,3600.0
15,2021,MOWI ASA,18235,Bastli,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.2694,6.193083,3600.0
43,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
41,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
40,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
38,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
37,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
34,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.60255,10.854067,6740.0
32,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
31,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
29,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
28,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
25,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
3,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
2,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
1,2021,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
53,2020,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
52,2020,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
44,2020,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
43,2020,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
42,2020,MIDT-NORSK HAVBRUK AS,21676,Kråkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.60255,10.854067,6740.0
43,2021,MOWI ASA,30157,Movik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,67.63265,15.26325,1560.0
40,2021,MOWI ASA,30157,Movik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.63265,15.26325,1560.0
38,2021,MOWI ASA,30157,Movik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.63265,15.26325,1560.0
31,2021,MOWI ASA,30157,Movik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,67.63265,15.26325,1560.0
26,2021,MOWI ASA,30157,Movik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.63265,15.26325,1560.0
18,2021,MOWI ASA,30157,Movik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,67.63265,15.26325,1560.0
46,2020,MOWI ASA,30157,Movik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,67.63265,15.26325,1560.0
35,2020,MOWI ASA,30157,Movik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.63265,15.26325,1560.0
34,2020,MOWI ASA,30157,Movik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.63265,15.26325,1560.0
43,2021,SALMAR FARMING AS,45018,Ny-Hellaren,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.73923,6.768683,780.0
36,2021,SALMAR FARMING AS,45018,Ny-Hellaren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.73923,6.768683,780.0
34,2021,SALMAR FARMING AS,45018,Ny-Hellaren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.73923,6.768683,780.0
25,2021,SALMAR FARMING AS,45018,Ny-Hellaren,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.73923,6.768683,780.0
43,2021,NRS FARMING AS,30518,Ørnfjordbotn,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.49147,17.673067,1800.0
38,2020,NRS FARMING AS,30518,Ørnfjordbotn,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,69.49147,17.673067,1800.0
35,2020,NRS FARMING AS,30518,Ørnfjordbotn,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,69.49147,17.673067,1800.0
29,2020,NRS FARMING AS,30518,Ørnfjordbotn,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.49147,17.673067,1800.0
28,2020,NRS FARMING AS,30518,Ørnfjordbotn,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.49147,17.673067,1800.0
43,2021,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.135117,6.021433,2400.0
42,2021,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.135117,6.021433,2400.0
38,2021,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.135117,6.021433,2400.0
35,2021,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.135117,6.021433,2400.0
32,2021,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.135117,6.021433,2400.0
25,2021,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.135117,6.021433,2400.0
41,2020,MOWI ASA,12209,Rønstad,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.135117,6.021433,2400.0
40,2020,MOWI ASA,12209,Rønstad,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.135117,6.021433,2400.0
39,2020,MOWI ASA,12209,Rønstad,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.135117,6.021433,2400.0
17,2020,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.135117,6.021433,2400.0
16,2020,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.135117,6.021433,2400.0
14,2020,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.135117,6.021433,2400.0
5,2020,MOWI ASA,12209,Rønstad,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.135117,6.021433,2400.0
43,2021,MOWI ASA,23055,Storvika V,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,69.043915,17.357317,4315.0
43,2021,SALMAR FARMING AS,23055,Storvika V,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,69.043915,17.357317,4315.0
40,2021,MOWI ASA,23055,Storvika V,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.043915,17.357317,4315.0
40,2021,SALMAR FARMING AS,23055,Storvika V,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.043915,17.357317,4315.0
39,2021,MOWI ASA,23055,Storvika V,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.043915,17.357317,4315.0
39,2021,SALMAR FARMING AS,23055,Storvika V,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.043915,17.357317,4315.0
43,2021,SALMAR FARMING AS,24197,Værøya Ø,medikamentell,Hydrogenperoksid,badebehandling,Ingen,hele lokaliteten,,63.415966,8.483883,4680.0
42,2021,SALMAR FARMING AS,13143,Bondejorda,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81695,27.563717,2700.0
38,2021,SALMAR FARMING AS,13143,Bondejorda,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81695,27.563717,2700.0
34,2021,SALMAR FARMING AS,13143,Bondejorda,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81695,27.563717,2700.0
31,2021,SALMAR FARMING AS,13143,Bondejorda,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81695,27.563717,2700.0
41,2020,SALMAR FARMING AS,13143,Bondejorda,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.81695,27.563717,2700.0
40,2020,SALMAR FARMING AS,13143,Bondejorda,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.81695,27.563717,2700.0
42,2021,MOWI ASA,13503,Heggvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.61065,9.050517,3900.0
26,2021,MOWI ASA,13503,Heggvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,63.61065,9.050517,3900.0
25,2021,MOWI ASA,13503,Heggvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,63.61065,9.050517,3900.0
37,2020,MOWI ASA,13503,Heggvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.6106,9.050733,3900.0
36,2020,MOWI ASA,13503,Heggvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.6106,9.050733,3900.0
42,2021,SALMAR FARMING AS,13337,Hovdenakken,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81805,27.49395,3600.0
38,2021,SALMAR FARMING AS,13337,Hovdenakken,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81805,27.49395,3600.0
36,2021,SALMAR FARMING AS,13337,Hovdenakken,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81805,27.49395,3600.0
35,2021,SALMAR FARMING AS,13337,Hovdenakken,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81805,27.49395,3600.0
32,2021,SALMAR FARMING AS,13337,Hovdenakken,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81805,27.49395,3600.0
31,2021,SALMAR FARMING AS,13337,Hovdenakken,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.81805,27.49395,3600.0
42,2021,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
41,2021,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
31,2021,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
15,2021,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
51,2020,MOWI ASA,13242,Juvika B,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
50,2020,MOWI ASA,13242,Juvika B,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
50,2020,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
49,2020,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
48,2020,MOWI ASA,13242,Juvika B,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
47,2020,MOWI ASA,13242,Juvika B,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
9,2020,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.895683,5.6331,5460.0
2,2020,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.895683,5.6331,5460.0
1,2020,MOWI ASA,13242,Juvika B,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.895683,5.6331,5460.0
42,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
41,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
39,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
36,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
35,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
32,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
31,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
30,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
28,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
27,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
12,2021,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
7,2021,SALMAR FARMING AS,33177,Krabbholmen II,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.94,9.886633,3120.0
6,2021,SALMAR FARMING AS,33177,Krabbholmen II,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.94,9.886633,3120.0
51,2020,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
7,2020,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
3,2020,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
2,2020,SALMAR FARMING AS,33177,Krabbholmen II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.94,9.886633,3120.0
42,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
40,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
39,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
36,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.5387,10.877383,3120.0
33,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.5387,10.877383,3120.0
31,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.5387,10.877383,3120.0
29,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
28,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
25,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.5387,10.877383,3120.0
22,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
20,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
19,2021,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
44,2020,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
43,2020,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
42,2020,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
7,2020,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
2,2020,MIDT-NORSK HAVBRUK AS,19356,Kvalrosskjæret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5387,10.877383,3120.0
42,2021,SALMAR FARMING AS,13813,Kvitelv,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.629166,27.123318,4725.0
42,2021,SALMAR FARMING AS,30216,Kvitfloget,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.14508,17.6465,6615.0
41,2021,SALMAR FARMING AS,30216,Kvitfloget,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.14508,17.6465,6615.0
4,2021,SALMAR FARMING AS,30216,Kvitfloget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.14508,17.6465,6615.0
53,2020,SALMAR FARMING AS,30216,Kvitfloget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.14508,17.6465,6615.0
52,2020,SALMAR FARMING AS,30216,Kvitfloget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.14508,17.6465,6615.0
51,2020,SALMAR FARMING AS,30216,Kvitfloget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.14508,17.6465,6615.0
44,2020,SALMAR FARMING AS,30216,Kvitfloget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.14508,17.6465,6615.0
43,2020,SALMAR FARMING AS,30216,Kvitfloget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.14508,17.6465,6615.0
37,2020,SALMAR FARMING AS,30216,Kvitfloget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.14508,17.6465,6615.0
36,2020,SALMAR FARMING AS,30216,Kvitfloget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.14508,17.6465,6615.0
